timestamp,open,high,low,close,volume,num_trades,adx,plus_dm,plus_di,minus_dm,minus_di,aroonup,aroondown,aroonosc,uo,cci,rsi,fisher_rsi,fisher_rsi_norma,slowd,slowk,fastd,fastk,fastd_rsi,fastk_rsi,macd,macdsignal,macdhist,mfi,roc,ema3,ema5,ema10,ema21,ema50,ema100,sma3,sma5,sma10,sma21,sma50,sma100,sar,tema,htsine,htleadsine
1673136000000,16943.83,16967.67,16911.0,16927.42,53397.81769,1594243,16.06610365984114,476.03210551323815,20.596379342862058,338.07098847317474,14.627245185285545,78.57142857142857,0.0,78.57142857142857,53.922832696387665,101.19437579708658,57.641745322892504,0.6435292684699608,82.17646342349805,65.379631461967,69.27163904235748,69.27163904235748,68.6243093922647,85.20666087893144,82.03884460991824,41.57831693786284,6.841288074452283,34.73702886341056,64.29694787660567,1.2343139148724758,16922.675541767,16903.23643987943,16853.281586489553,16800.49529892076,16834.807625348465,17112.837802136477,16929.763333333383,16895.6319999999,16850.449999999906,16726.304285714286,16809.06780000007,16809.1035999999,16543.659069945916,16958.47635215109,0.16802469330729825,-0.5782422931669059
1673179200000,16927.42,17176.99,16916.1,17127.83,81758.07926,2441849,17.415426117662925,651.3498122622959,27.060165250034384,313.9230607250908,13.041855143111194,100.0,0.0,100.0,58.23959121471819,175.30459922706868,65.64175175902224,0.9160942780187673,95.80471390093837,72.6539135452208,77.27942019367241,77.27942019367241,90.1283158296352,91.4302822065655,100.0,61.65509049626053,17.804048558813932,43.851041937446595,65.40954337375665,2.7145134265417203,17025.2527708835,16978.100959919622,16903.199479855088,16830.252999018874,16846.29869886421,17113.134677341695,16999.606666666718,16973.5539999999,16895.71499999991,16751.500952380953,16795.561400000068,16813.375099999903,16573.49952574916,17056.87225569733,0.16503110910622748,-0.5807165726235949
1673222400000,17127.83,17285.48,17104.66,17238.93,122813.71021,3052796,19.16999292324234,713.3148256721299,29.525459188058385,291.49998495901286,12.065739557729255,100.0,0.0,100.0,59.17897601650305,209.31814307297017,69.12322863854115,0.9572800789768714,97.86400394884357,76.23044708476489,82.14028201826441,82.14028201826441,87.66822083289199,94.012948203306,100.0,85.54481233835031,31.352201314721206,54.192611023629105,67.10708449243117,2.397217759060566,17132.091385441752,17065.04397327975,16964.241392608707,16867.405453653522,16861.696004791105,17115.625673829978,17098.060000000052,17031.209999999897,16936.07299999991,16780.332380952383,16785.93340000007,16820.510599999903,16621.778763689228,17170.102465576983,0.19833382259591947,-0.5528165809901874
1673265600000,17239.47,17398.8,17128.0,17178.26,143397.81702,3274871,21.248060493371582,775.6837666955489,30.852542287333367,270.6785574619405,10.766142078678666,100.0,14.285714285714286,85.71428571428572,56.286793299252366,174.16179176204628,65.23579421837891,0.9093194141547009,95.46597070773504,79.01342699692684,77.62057877884331,77.62057877884331,55.06519967400139,88.71390187345132,66.1417056203542,98.44718913955148,44.77119887968726,53.67599025986422,69.55554500253422,1.9459524900358183,17155.175692720877,17102.782648853165,17003.15386667985,16895.664957866837,16874.11027911302,17116.865957516515,17181.673333333383,17083.201999999896,16968.862999999907,16812.808095238095,16782.37180000007,16829.490899999902,16688.148887320305,17207.433158747244,0.2296525613253933,-0.5258188254328703
1673308800000,17179.04,17286.02,17146.34,17252.89,88018.74636,2210646,23.177694665634448,720.2777833601525,29.1108173777277,251.3443747860876,10.15835884758698,92.85714285714286,7.142857142857143,85.71428571428572,54.94032493644436,136.77733546979024,67.64619135686276,0.9430166706331091,97.15083353165545,76.90046153108086,70.94052379613451,70.94052379613451,70.0881508815088,84.42572980522715,87.13548379532749,113.3873739366245,58.494433891074706,54.89294004554979,63.109493067811165,2.490792225073668,17204.03284636044,17152.818432568776,17048.560436374424,16928.139961697125,16888.96438581447,17119.559502912227,17223.360000000048,17145.065999999897,17010.791999999907,16843.541904761907,16786.887800000073,16841.175599999904,16773.427020841867,17261.50424200261,0.33477993220846014,-0.4295789733623447
1673352000000,17252.89,17499.0,17212.14,17440.66,133363.67945,3238105,25.67526191572633,881.8093702629983,34.12061763123708,233.3912051585099,9.03080908216255,100.0,0.0,100.0,60.909261829651285,156.93834838410677,72.76313721755125,0.9791408918823946,98.95704459411974,73.42534227553269,71.71492425161988,71.71492425161988,89.99142219934808,84.42572980522715,100.0,138.77928653904019,74.55140442066781,64.22788211837238,71.25213469079806,3.617011796088976,17322.34642318022,17248.76562171252,17119.85126612453,16974.732692451933,16910.599507939394,17125.917928597133,17290.60333333338,17247.713999999898,17071.672999999904,16885.13761904762,16803.058600000073,16857.7692999999,16848.471778340845,17381.42793838696,0.5177700193877338,-0.2388251927930948
1673395200000,17440.64,17510.0,17366.58,17437.75,91659.75094,2288694,28.025856043515912,829.8229866727842,32.62896740122107,216.7204047900449,8.521531864797801,100.0,0.0,100.0,59.22523296629544,139.81508259810548,72.57157782948238,0.9783350591530097,98.91675295765047,74.46904165162465,80.75167690711918,80.75167690711918,82.17545764049933,94.86354548518989,97.45515266024239,156.85956807610273,91.01303715175479,65.84653092434795,71.09270468438243,4.179237696720439,17380.04821159011,17311.76041447501,17177.65103592007,17016.825174956302,16931.272076255496,17132.09282110016,17377.10000000005,17309.697999999895,17141.625999999906,16927.773333333334,16817.649200000073,16874.667999999903,16939.545729373127,17449.546204762286,0.582049427828078,-0.16341519094005422
1673438400000,17437.75,18000.0,17315.6,17943.26,170561.85559,3338770,31.200194001020606,1260.5499161961566,41.384436241352226,201.24037587647027,6.606814532007449,100.0,28.571428571428573,71.42857142857143,69.54599670715902,186.12046519938275,81.62259875110352,0.9964227566631422,99.82113783315711,80.33997806468021,88.5533330353012,88.5533330353012,93.49311926605486,99.15171755341406,100.0,209.5630414390289,114.7230380092096,94.84000342981929,72.37919261682147,5.855881632857729,17661.654105795053,17522.260276316672,17316.852665752784,17101.046522687546,16970.957877186655,17148.155537514016,17607.223333333382,17450.563999999893,17240.886999999908,16993.801904761905,16840.984000000073,16891.831199999902,17030.818412673427,17731.767741631866,0.6427895136254062,-0.08715326678688888
1673481600000,17943.26,18385.71,17907.25,18200.8,154004.85064,3339003,34.582978531308505,1556.2206364678589,47.06060497218022,186.86606331386525,5.650888943536932,100.0,21.42857142857143,78.57142857142857,67.36295397121653,222.78150363655462,84.4397652301102,0.9979620794825536,99.89810397412768,85.40710331124251,86.9162999913068,86.9162999913068,85.08032306736487,99.15171755341406,100.0,269.0112551400198,145.58068143537164,123.43057370464814,78.84736260820284,7.580548873113724,17931.227052897528,17748.440184211115,17477.57036288864,17201.024111534134,17019.18698004208,17168.99998231572,17860.60333333338,17655.071999999895,17369.136999999908,17069.23285714286,16870.773000000074,16907.981499999903,17205.27109839221,18027.514731227013,0.6083260314353068,-0.131070169567114
1673524800000,18200.8,19117.04,17892.05,18846.62,300563.47114,5572370,38.200759119059214,2176.3920195772994,50.66525144565228,173.51848736287488,4.039418318771798,100.0,14.285714285714286,85.71428571428572,70.44861111056392,221.2800241164187,88.99543901466497,0.9991801184236411,99.95900592118205,87.86514673608367,88.12580718164271,88.12580718164271,85.80397921150708,99.99999999999993,100.00000000000001,364.04024017481424,189.27259318326017,174.76764699155407,87.23625296647822,11.231694383178992,18388.923526448765,18114.50012280741,17726.488478727068,17350.623737758302,17090.851020040427,17202.220180685705,18330.226666666713,17973.817999999894,17559.441999999905,17169.780952380952,16912.941200000074,16930.416599999902,17315.6,18517.080147849934,0.6745299675652023,-0.04505507608603541
